,Unnamed: 0,Unnamed: 0.1,angDist,TIC,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,HIP,TYC,UCAC4,2MASS,objID,WISEA,GAIA,APASS,KIC,S/G,Ref,r_Pos,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,Plx,e_Plx,r_Plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,q_2MASS,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Gmag,e_Gmag,Tmag,e_Tmag,f_Tmag,Flag,Teff,s_Teff,logg,s_logg,[M/H],e_[M/H],Rad,s_Rad,Mass,s_Mass,rho,s_rho,LClass,Lum,s_Lum,Dist,s_Dist,E(B-V),s_E(B-V),Ncont,Rcont,Disp,m_TIC,Prior,e_E(B-V),E_E(B-V),f_E(B-V),e_Mass,E_Mass,e_Rad,E_Rad,e_rho,E_rho,e_logg,E_logg,e_Lum,E_Lum,e_Dist,E_Dist,r_Dist,e_Teff,E_Teff,r_Teff,BPmag,e_BPmag,RPmag,e_RPmag,q_Gaia,r_Vmag,r_Bmag,Clist,e_RAJ2000,e_DEJ2000,RAOdeg,DEOdeg,e_RAOdeg,e_DEOdeg,RadFl,WDFl,ID,angDist.1,_RAJ2000,_DEJ2000,OID,n_OID,Name,V,Type,l_max,max,u_max,n_max,f_min,l_min,min,u_min,n_min,l_Period,Period,u_Period,Sp,RAJ2000.1,DEJ2000.1,_RAJ2000.1,_DEJ2000.1,TYC1,TYC2,VTMAG,Dist.1,X,Y,Z,AVe,AVg,AV,RAJ2000.2,DEJ2000.2
103,103,1357,0.032034,185815213,130.89807205402,-33.18639591266,130.898,-33.186,90,42828.0,7141-02725-1,285-045067,08433553-3311108,,J084335.54-331110.7,5.639188675500904e+18,,,STAR,tmgaia2,tmgaia2,-14.51,0.564,12.73,0.5820000000000001,gaia2,4.2629,0.3766,gaia2,3.487,0.021,3.68,0.03,,,,,,,,,,,4.185,0.258,4.227,0.1939999999999999,4.247,0.057,DCE-331-111-000-0-0,4.2189999999999985,0.2789999999999999,3.88,0.17,4.324,0.015,4.262,0.025,3.6682699999999997,0.004515,3.8789999999999996,0.009000000000000001,rered,gaia2,,,,,,,,,,,,,,,,236.25799999999998,22.1895,0.0614,0.0052,,,,,,0.0048,0.0057,schlegel,,,,,,,,,,,20.151,24.228,bj2018,,,,3.5602300000000002,3.5602300000000002,3.8092099999999998,0.00278,1.0,hipvmag,tycho2b3,,9.11800552912,9.02327858702,130.89799740518998,-33.18634110382,0.25453500325,0.3078954278199999,-1.0,0.0,651317179,0.070191,130.89808,-33.18639,42844,B,NSV 4220,0,BCEP,,3.67,,V,,,3.7,,V,,,,B1.5III,130.89808,-33.18639,130.8981,-33.1864,7141,2725,-0.65,69,-18,-67,7,0.06,0.01,0.07,130.8981,-33.1864
104,104,1361,0.01484,263422831,216.78639392007,-59.73646638204001,216.78599999999997,-59.736000000000004,90,70659.0,8691-01213-1,152-136604,14270873-5944112,,J142708.73-594411.3,5.890751885073901e+18,28785492.0,,STAR,tmgaia2,tmgaia2,-5.1110000000000015,0.085,-2.819,0.073,gaia2,0.32299999999999995,0.0384,gaia2,9.257,0.034,9.07,0.03,,,,,,,,,,,8.544,0.027000000000000003,8.521,0.047,8.502,0.019,AAA-112-111-000-0-0,8.442,0.023,8.486,0.02,8.391,0.026000000000000002,6.9879999999999995,0.08,8.98983,0.000792,7.794,0.6,rered,gaia2,,,,,,,,,,,,,,,,2833.5701,319.435,1.1609,0.1079,,,,,,0.0985,0.1173,schlegel,,,,,,,,,,,285.09,353.78,bj2018,,,,9.11655,0.002537,8.765039999999999,0.002494,1.0,hipvmag,tycho2b3,,1.51676399509,1.12663256014,216.78635025214,-59.73647851863001,0.0281788960699999,0.0287508468899999,-1.0,0.0,905714787,0.10951300000000001,216.78638999999998,-59.73647,225555,B,HD 126357,0,BCEP,,9.07,,V,Y,,0.017,,V,,0.24574400000000002,,B1III,216.78638999999998,-59.73647,216.7864,-59.7365,8691,1213,0.97,316,223,-225,5,0.36,0.25,0.6,216.7864,-59.7365
105,105,1366,0.033095,376749374,180.99953412631,-58.72249407334001,180.99900000000002,-58.722,90,,8644-00860-1,157-080961,12035988-5843209,,J120359.88-584320.9,6.071233695124155e+18,28303642.0,,STAR,tmgaia2,tmgaia2,-7.345,0.066,-0.17600000000000002,0.061,gaia2,0.3799,0.0463,gaia2,9.149,0.032,9.076,0.003,,,,,,,,,,,8.924,0.03,8.988,0.027000000000000003,8.982999999999997,0.021,AAA-122-111-000-0-0,8.956,0.024,8.987,0.021,8.969,0.0289999999999999,7.209,0.091,9.04999,0.00044100000000000004,9.131,0.032,rered,gaia2,,,,,,,,,,,,,,,,2450.3101,289.97,0.5478,0.0326,,,,,,0.0313,0.0339,schlegel,,,,,,,,,,,257.18,322.76,bj2018,,,,9.09171,0.001257,8.96958,0.001142,1.0,tycho2v3,tycho2b3,,1.1666373861,0.9420299584399999,180.99947321314,-58.72249482899,0.03454230878,0.0321143750199999,-1.0,0.0,782699264,0.100147,180.99955,-58.72249,225517,B,HD 104795,0,BCEP,,9.09,,V,Y,,0.011000000000000001,,V,,0.160458,,B2III,180.99955,-58.72249,180.9995,-58.7225,8644,860,0.6,374,168,-334,23,0.34,0.21,0.55,180.9995,-58.7225
106,106,1389,0.0420959999999999,132306548,148.45874518527,-51.146708703579996,148.459,-51.147,90,48527.0,8193-03330-1,195-036347,09535009-5108481,,J095350.08-510848.1,5.405648557484169e+18,24767870.0,,STAR,tmgaia2,tmgaia2,-13.484000000000002,0.11900000000000001,0.547,0.11,gaia2,1.6839,0.063,gaia2,5.778,0.021,5.95,0.03,,,,,,,,,,,6.229,0.03,6.349,0.042,6.3439999999999985,0.017,AAA-111-111-000-0-0,6.315,0.085,6.3,0.025,6.466,0.015,6.45,0.0559999999999999,5.90595,0.0008179999999999,6.107,0.0069999999999999,rered,gaia2,,,,,,,,,,,,,,,,584.9730000000001,21.748,0.0937,0.0031,,,,,,0.003,0.0032,schlegel,,,,,,,,,,,20.955,22.541,bj2018,,,,5.83739,0.003293,6.060980000000002,0.005302,1.0,hipvmag,tycho2b3,,2.0504419586099996,1.7002961342700005,148.45865263889,-51.14670634788,0.05561209617000001,0.05360263826,-1.0,0.0,693679822,0.133921,148.45875,-51.14672,37751,B,V0335 Vel,0,SPB,,5.93,,V,,,5.97,,V,,3.7552,,B2V,148.45875,-51.14672,148.4587,-51.1467,8193,3330,-1.38,248,30,-246,11,0.23,0.05,0.28,148.4587,-51.1467
107,107,1402,0.054785,394200417,198.64537012911998,-73.65234496239,198.645,-73.652,90,,9254-01489-1,082-029273,13143488-7339085,,J131434.86-733908.4,5.839309343764778e+18,34046378.0,,STAR,tmgaia2,tmgaia2,-13.107000000000001,0.06,-2.7230000000000003,0.0559999999999999,gaia2,1.4469,0.0375,gaia2,9.202,0.032,9.18,0.003,,,,,,,,,,,8.972999999999997,0.024,9.043,0.027000000000000003,8.978,0.022000000000000002,AAA-122-111-000-0-0,8.958,0.023,8.987,0.021,9.01,0.026000000000000002,9.001,0.374,9.12509,0.000643,9.123,0.006,rered,gaia2,11569.0,321.7,3.8174,0.0711,,,3.574,0.141,3.06,0.395,0.067,0.0124,DWARF,206.17636000000002,20.80935,678.198,17.3965,0.1551,0.0102,911.0,0.1363,,,0.000676,0.0079,0.0125,schlegel,0.382,0.408,0.165,0.1169999999999999,0.0122,0.0126,0.0874,0.0549,18.7955,22.8232,16.958,17.835,bj2018,449.5,193.8,dered,9.16495,0.001714,9.06731,0.00176,1.0,tycho2v3,tycho2b3,,1.16460579823,0.8709949198200001,198.64516963807,-73.65235668470001,0.0310387758399999,0.0321191274,1.0,0.0,838822946,0.252814,198.64538000000002,-73.65233,476764,B,HD 114721,0,ACV,,9.16,,V,,,9.18,,V,,2.3338,,B9pSi,198.64538000000002,-73.65233,198.6454,-73.6524,9254,1489,0.4,453,252,-366,-85,0.33,0.12,0.45,198.6454,-73.6524
108,108,1417,0.0586799999999999,443457575,98.96178451781999,-16.10276457445,98.962,-16.102999999999998,90,31502.0,5948-02785-1,370-016061,06355082-1606099,,J063550.82-160610.0,2.950017361212797e+18,7760994.0,,STAR,tmgaia2,tmgaia2,-0.987,0.066,-2.9539999999999997,0.07400000000000001,gaia2,4.9805,0.0374,gaia2,7.3370000000000015,0.027000000000000003,7.39,0.03,,,,,,,,,,,7.3870000000000005,0.0289999999999999,7.521,0.069,7.419,0.021,AAA-111-111-000-0-0,7.42,0.035,7.477,0.021,7.506,0.017,7.447999999999999,0.107,7.34899,0.000754,7.407,0.006,rered,gaia2,10832.0,427.1,4.2034,0.0744,,,2.198,0.077,2.815,0.382,0.265,0.0529,DWARF,59.941109999999995,7.3334,199.642,1.5025,0.036000000000000004,0.0166,325.0,0.0136,,,0.002124,0.0123,0.021,panstarrs,0.493,0.272,0.08,0.07400000000000001,0.068,0.0377,0.0936,0.0552,6.16427,8.50253,1.4909999999999999,1.514,bj2018,370.1,484.0,dered,7.35332,0.002075,7.383780000000002,0.0019649999999999,1.0,hipvmag,apassdr9,,1.0304048488700002,1.14397808735,98.96178009501,-16.10277729207,0.03050466005,0.0379573167899999,1.0,0.0,567004319,0.079877,98.96179000000001,-16.10278,477401,B,HD 47011,0,SPB,,7.36,,V,,,7.4,,V,,0.47056000000000003,,B8/9,98.96179000000001,-16.10278,98.9618,-16.1028,5948,2785,-0.08,250,-172,-176,-46,0.18,0.24,0.41,98.9618,-16.1028
109,109,1437,0.033697000000000005,45598176,148.82784949805,-38.7628645338,148.828,-38.76300000000001,90,48652.0,7694-01997-1,257-044359,09551868-3845463,,J095518.68-384546.3,5.432090300285226e+18,18183204.0,,STAR,tmgaia2,tmgaia2,-3.911,0.0579999999999999,6.041,0.07200000000000001,gaia2,0.5048,0.0448,gaia2,8.83,0.0139999999999999,8.93,0.03,,,,,,,,,,,9.122,0.021,9.222000000000001,0.026000000000000002,9.256,0.019,AAA-122-111-000-0-0,9.302999999999999,0.023,9.35,0.02,9.36,0.032,8.631,,8.90207,0.0005639999999999,9.046,0.006,rered,gaia2,,,,,,,,,,,,,,,,1868.53,159.7,0.1482,0.0017,,,,,,0.0018,0.0016,schlegel,,,,,,,,,,,146.54,172.86,bj2018,,,,8.85771,0.0015279999999999,8.97938,0.0016539999999999,1.0,hipvmag,apassdr9,,0.96072332126,1.11657280887,148.8278279002,-38.76283852218,0.029322583710000003,0.03432939111,-1.0,0.0,694841437,0.221592,148.82786000000004,-38.762859999999996,225461,B,HD 86085,0,BCEP,,8.94,,V,Y,,0.018000000000000002,,V,,0.126979,,B1Vn,148.82786000000004,-38.762859999999996,148.8278,-38.7629,7694,1997,-0.05,530,-7,-518,113,0.26,0.03,0.29,148.8278,-38.7629
110,110,1443,0.060844,89327422,126.63825963514999,-57.301745929030005,126.63799999999999,-57.302,90,,8575-01296-1,164-015913,08263317-5718062,,J082633.17-571806.1,5.315565638522808e+18,27455924.0,,STAR,tmgaia2,tmgaia2,-2.668,0.067,8.472000000000001,0.06,gaia2,2.5635,0.0363,gaia2,8.912,0.031,8.851,0.003,,,,,,,,,,,8.797,0.023,8.825,0.023,8.832,0.023,AAA-122-111-000-0-0,8.847000000000003,0.021,8.883,0.018000000000000002,8.886000000000003,0.024,8.396,0.31,8.85523,0.001497,8.869,0.006,rered,gaia2,10806.0,345.4,4.1585,0.068,,,2.313,0.07400000000000001,2.81,0.375,0.2272,0.0397,DWARF,65.70316,6.52454,385.861,5.4445,0.1022,0.0106,556.0,0.0198,,,0.001984,0.0108,0.0104,schlegel,0.358,0.392,0.061,0.087,0.039,0.0404,0.0624,0.0736,6.7222300000000015,6.32685,5.369,5.52,bj2018,323.8,367.0,dered,8.88307,0.004324000000000001,8.825610000000003,0.005715,1.0,tycho2v3,tycho2b3,,1.18896124388,0.93040939588,126.6382383716,-57.3017094537,0.0311960405199999,0.03447136955,1.0,0.0,640474996,0.18104800000000001,126.63828999999998,-57.30175,6292,B,V0539 Car,0,ACV,,8.82,,V,,,8.92,,V,,2.3669,,B9pSi,126.63828999999998,-57.30175,126.6383,-57.3017,8575,1296,1.27,291,13,-286,-55,0.22,0.02,0.24,126.6383,-57.3017
112,112,1459,0.032929,176353662,121.97728071691999,-21.15087295174,121.977,-21.151,90,,6007-00903-1,345-045615,08075455-2109031,,J080754.53-210903.0,5.700958036157091e+18,10773321.0,,STAR,tmgaia2,tmgaia2,-8.704,0.076,4.4430000000000005,0.07400000000000001,gaia2,0.8646,0.0578,gaia2,9.113,0.037000000000000005,9.216000000000001,0.004,,,,,,,,,,,9.336,0.024,9.387,0.024,9.445,0.023,AAA-222-111-000-0-0,9.469,0.022000000000000002,9.511000000000001,0.02,9.48,0.038,8.427,,9.16888,0.0005690000000000001,9.294,0.0069999999999999,rered,gaia2,13785.0,143.0,,,,,,,,,,,,,,1122.7,74.86,0.0356,0.0042,,,,,,0.004,0.0045,panstarrs,,,,,,,,,,,69.98,79.74,bj2018,,,dered,9.12632,0.001297,9.25801,0.0016640000000000001,1.0,tycho2v3,tycho2b3,,1.1970757005700001,1.14595038358,121.97724053344,-21.15085382285,0.038591318660000005,0.034944911860000004,-1.0,0.0,626249996,0.113098,121.97729,-21.15087,225447,B,HD 67600,0,BCEP,,9.18,,V,Y,,0.018000000000000002,,V,,0.264088,,B3/5V,121.97729,-21.15087,121.9773,-21.1509,6007,903,-2.2,1408,-689,-1218,151,0.51,0.08,0.59,121.9773,-21.1509
113,113,1469,0.011244,192300854,137.41980244671998,-41.60098253135,137.42,-41.601000000000006,90,,7685-00895-1,242-032223,09094075-4136034,,J090940.74-413603.4,5.428171125451297e+18,20255166.0,,STAR,tmgaia2,tmgaia2,-7.178,0.061,5.989,0.069,gaia2,1.1636,0.0414,gaia2,10.468,0.064,10.364,0.006,,,,,,,,,,,10.23,0.027000000000000003,10.283,0.022000000000000002,10.276,0.021,AAA-222-111-000-0-0,10.325,0.022000000000000002,10.373,0.02,10.254000000000001,0.059000000000000004,8.53,,10.3794,0.000671,10.389000000000001,0.008,rered,gaia2,13924.0,165.0,,,,,,,,,,,,,,839.6389999999999,29.462,0.2134,0.0058,,,,,,0.0056,0.0059,schlegel,,,,,,,,,,,28.448,30.476,bj2018,,,dered,10.4195,0.0009630000000000001,10.3222,0.002927,1.0,tycho2v3,tycho2b3,,1.0098548069600002,1.07714031229,137.41976111593002,-41.60095674521,0.0287549503,0.03641480417,-1.0,0.0,666578532,0.07200000000000001,137.4198,-41.60098,409831,B,HD 78942,0,ACV,,10.37,,V,,,10.42,,V,,24.184,,A0pSi,137.4198,-41.60098,137.4198,-41.601000000000006,7685,895,1.15,560,-51,-556,42,0.4,0.03,0.43,137.4198,-41.601000000000006
114,114,1511,0.0549679999999999,469022401,143.90915464373,-48.51356861337,143.909,-48.513999999999996,90,47074.0,8172-01746-1,208-032532,09353820-4830488,,J093538.17-483048.6,5.410116251174523e+18,22709545.0,,STAR,tmgaia2,tmgaia2,-22.805999999999997,0.064,12.863,0.062,gaia2,3.2974,0.0386,gaia2,8.682,0.0289999999999999,8.68,0.03,,,,,,,,,,,8.729,0.02,8.757,0.031,8.772,0.024,AAA-112-111-000-0-0,8.754,0.023,8.782,0.019,8.792,0.025,8.72,0.40700000000000003,8.670580000000001,0.001375,8.718,0.006,rered,gaia2,11676.0,310.0,4.4328,0.0689,,,1.7690000000000001,0.059000000000000004,3.09,0.396,0.5586,0.0933,DWARF,52.37337,4.2171400000000006,300.698,3.5125,0.0833,0.0103,1138.0,0.0199,,,0.000239,0.0125,0.008,schlegel,0.396,0.396,0.054000000000000006,0.064,0.0792,0.1074,0.0834,0.0543,5.13387,3.30042,3.472,3.553,bj2018,392.0,228.0,dered,8.67945,0.0034479999999999,8.67937,0.003635,1.0,hipvmag,tycho2b3,,1.09657882468,0.95759183094,143.90900641905,-48.51351323326,0.03047888499,0.031160739930000004,1.0,0.0,682488668,0.101501,143.90917,-48.51358,37746,B,QV Vel,0,ACV,,8.67,,V,,,8.75,,V,,5.0868,,Ap SiCr,143.90917,-48.51358,143.9092,-48.5136,8172,1746,0.56,350,18,-349,16,0.3,0.05,0.35,143.9092,-48.5136
115,115,1516,0.030874000000000002,378726058,155.52721281351998,-60.18691926531999,155.52700000000004,-60.187,90,,8956-02558-1,150-046450,10220654-6011128,,J102206.53-601112.8,5.254818651922921e+18,30284464.0,,STAR,tmgaia2,tmgaia2,-7.042999999999998,0.065,3.2760000000000002,0.059000000000000004,gaia2,0.3618,0.0347,gaia2,8.949,0.031,8.911,0.003,,,,,,,,,,,8.585,0.02,8.616,0.053,8.558,0.021,AAA-112-111-000-0-0,8.54,0.04,8.567,0.037000000000000005,8.532,0.032,8.158,0.17600000000000002,8.826889999999997,0.000782,8.94,0.046,rered,gaia2,,,,,,,,,,,,,,,,2570.1201,239.74,0.7687,0.0439,,,,,,0.0418,0.046,schlegel,,,,,,,,,,,218.08,261.4,bj2018,,,,8.89312,0.002388,8.71296,0.004371,1.0,tycho2v3,tycho2b3,,1.15870061651,0.91942876454,155.52715182474,-60.18690515835,0.030675757180000002,0.0292791487899999,-1.0,0.0,712814000,0.089817,155.52723,-60.18691999999999,225469,B,HD 90075,0,BCEP,,8.88,,V,Y,,0.021,,V,,0.2441849999999999,,B1II,155.52723,-60.18691999999999,155.5272,-60.1869,8956,2558,0.45,384,102,-370,-17,0.4,0.08,0.49,155.5272,-60.1869
116,116,1541,0.3034929999999999,238618849,122.39187102898998,-50.2241764801,122.39200000000001,-50.224,90,,8144-02699-1,199-017266,08093403-5013268,,J080934.03-501326.8,5.51424267807572e+18,24633518.0,,STAR,tmgaia2,tmgaia2,-6.8,1.2,5.0,1.1,tycho2,,,,9.147,0.032,9.124,0.003,,,,,,,,,,,8.933,0.023,8.984,0.026000000000000002,8.955,0.023,AAA-122-111-000-0-0,8.908,0.023,8.955,0.02,8.937999999999997,0.027000000000000003,9.082,0.49700000000000005,9.25923,0.015215000000000001,9.26,0.016,gbprp,,,,,,,,,,,,,,,,,420.35,,,,,,SPLIT,,,,,,,,,,,,,,,,,,,,,,9.0242,0.002339,8.973980000000003,0.003754,0.0,tycho2v3,tycho2b3,,20.58417015428,17.11765817971,122.39182526712,-50.22415495233,1.31983151517,1.52043466071,-1.0,-1.0,627780494,0.042737,122.39178999999999,-50.224109999999996,476681,B,HD 68326,0,ACV,,9.03,,V,,,9.05,,V,,5.1484,,A0pSi,122.39178999999999,-50.224109999999996,122.3918,-50.2241,8144,2699,0.84,389,-32,-383,-62,0.28,0.03,0.3,122.3918,-50.2241
117,117,1570,0.041467000000000004,131645052,118.35416073266,-40.26655090753,118.354,-40.266999999999996,90,,7650-02930-1,249-020075,07532499-4015595,,J075325.00-401559.6,5.537406987198556e+18,20085152.0,,STAR,tmgaia2,tmgaia2,-2.805,0.071,-6.2139999999999995,0.077,gaia2,2.0942,0.0401,gaia2,9.616,0.0409999999999999,9.521,0.004,,,,,,,,,,,9.379,0.024,9.46,0.027000000000000003,9.383,0.023,AAA-222-111-000-0-0,9.347000000000001,0.023,9.386000000000001,0.02,9.396,0.036000000000000004,8.788,,9.52378,0.0005809999999999,9.511000000000001,0.0069999999999999,rered,gaia2,12728.0,139.0,,,,,,,,,,,,,,471.29,8.9715,0.2104,0.0032,,,,,,0.0032,0.0033,schlegel,,,,,,,,,,,8.804,9.139,bj2018,,,dered,9.584539999999999,0.001518,9.45396,0.0017809999999999,1.0,tycho2v3,tycho2b3,,1.17886246166,1.19808642038,118.35414490575,-40.266577661309995,0.03260455733,0.03751287374,-1.0,0.0,615351137,0.165913,118.35417,-40.26656,476883,B,HD 64698,0,ACV,,9.53,,V,,,9.54,,V,,3.0226,,A0pCr,118.35417,-40.26656,118.3542,-40.2666,7650,2930,1.27,375,-95,-361,-43,0.29,0.06,0.35,118.3542,-40.2666
118,118,1571,0.020604,360263464,188.11674760288997,-72.13299432420999,188.11599999999999,-72.133,90,61199.0,9236-02907-1,090-036611,12322800-7207589,,J123227.77-720758.5,5.842864786413304e+18,,,STAR,tmgaia2,tmgaia2,-53.698,0.6970000000000001,-4.648,0.615,gaia2,9.7956,0.3827,gaia2,3.681,0.021,3.84,0.03,,,,,,,,,,,4.325,0.268,4.293,0.23,4.254,0.015,DDA-331-111-000-0-0,4.364,0.244,4.131,0.131,4.391,0.0139999999999999,4.378,0.024,3.81566,0.00456,3.99,0.008,rered,gaia2,,,,,,,,,,,,,,,,102.085,4.0295,0.0526,0.0019,,,,,,0.0019,0.002,schlegel,,,,,,,,,,,3.873,4.186,bj2018,,,,3.7616,3.7616,3.9610300000000014,0.004922,1.0,hipvmag,tycho2b3,,13.364393308510001,9.53544243105,188.11599404087,-72.13301433641999,0.35770608037,0.32969505433,-1.0,0.0,805475114,0.055226,188.11675,-72.133,19956,B,gam Mus,0,SPB,,3.84,,V,,,3.86,,V,,2.72926,,B5V He wk,188.11675,-72.133,188.1167,-72.133,9236,2907,-0.5,68,35,-57,-11,0.08,0.04,0.12,188.1167,-72.133
119,119,1574,0.0471139999999999,46943830,97.24077622863001,20.212137935810002,97.241,20.212,90,30883.0,1336-01812-1,552-026928,06285778+2012438,,J062857.79+201243.6,3.372552842178784e+18,,,STAR,tmgaia2,tmgaia2,-4.6,0.4,-14.0,0.4,tycho2,5.99,0.28,hip,4.004,0.021,4.1389999999999985,0.023,,,,,,,,,,,4.585,0.3779999999999999,4.523,0.25,4.346,0.017,DDA-331-111-000-0-0,4.353,0.266,3.9760000000000004,0.138,3.925,0.015,3.355,0.023,4.03092,0.0063159999999999,4.15,2.6839999999999997,gbprp,tic7,,,,,,,,,,,,,DWARF,,,166.945,,,,,,,,,,,,,,,,,,,,,,,,hip,,,,4.086880000000002,4.086880000000002,4.22082,0.007946,0.0,sirful,tycho2b3,,6.3126840070700005,6.21301394497,97.24075512341,20.21207765803,0.43451245501,0.40192322702,0.0,0.0,107378015,0.1479099999999999,97.24079,20.212139999999998,305251,B,niu Gem,0,BCEP,,4.136,,V,,,4.1560000000000015,,V,,0.107322,,[B6III+B]+B8III:e shell,97.24079,20.212139999999998,97.2408,20.2121,1336,1812,-0.25,68,-66,-15,5,0.06,0.11,0.17,97.2408,20.2121
120,120,1593,0.039789,81096153,122.6363368985,-46.003583728029994,122.63600000000001,-46.004,90,,8136-04370-1,220-021327,08103272-4600128,,J081032.71-460012.6,5.519614823171181e+18,22523582.0,,STAR,tmgaia2,tmgaia2,-10.959000000000001,0.066,9.177,0.079,gaia2,2.7795,0.0369,gaia2,8.514,0.027000000000000003,8.562999999999999,0.003,,,,,,,,,,,8.599,0.023,8.658999999999999,0.046,8.639,0.024,AAA-112-111-000-0-0,8.604,0.024,8.623,0.023,8.677999999999999,0.027000000000000003,8.832,0.295,8.56627,0.0008320000000000001,8.655,0.006,rered,gaia2,,,,,,,,,,,,,,,,356.17900000000003,4.723,0.1668,0.0019,,,,,,0.0018,0.0019,schlegel,,,,,,,,,,,4.662,4.784,bj2018,,,,8.55978,0.002726,8.594389999999999,0.004225,1.0,tycho2v3,tycho2b3,,1.10710672504,1.22588800583,122.63626896674,-46.00354421644,0.03103313833,0.03440201508,-1.0,0.0,629003322,0.13011,122.63635,-46.00359,409797,B,HD 68476,0,ACV,,8.58,,V,,,8.62,,V,,0.8397190000000001,,B9pSi,122.63635,-46.00359,122.6363,-46.0036,8136,4370,-0.14,453,-64,-445,-54,0.33,0.04,0.37,122.6363,-46.0036
121,121,1605,0.026201,448594570,211.7563986606,-68.56875745458001,211.75599999999997,-68.569,90,68960.0,9244-00648-1,108-082217,14070152-6834075,,J140701.52-683407.5,5.84745950808506e+18,32096272.0,,STAR,tmgaia2,tmgaia2,-7.05,0.061,-3.273,0.076,gaia2,0.2645,0.0526,gaia2,9.595,0.0,9.6,0.03,,,,,,,,,,,9.482999999999999,0.024,9.566,0.025,9.522,0.024,AAA-222-111-000-0-0,9.475,0.023,9.526,0.02,9.496,0.035,8.857999999999997,0.3989999999999999,9.56396,0.000711,9.603,0.01,rered,gaia2,,,,,,,,,,,,,,,,3414.1201,680.55,0.3346,0.0087,,,,,,0.0098,0.0075,schlegel,,,,,,,,,,,556.7,804.4,bj2018,,,,9.5962,0.0020440000000000002,9.5002,0.001977,1.0,hipvmag,apassdr9,,1.14753053883,1.18129964046,211.75631558433997,-68.56877154501,0.03478509967,0.04012601022,-1.0,0.0,887947845,0.1463829999999999,211.75637999999998,-68.56876,225551,B,HD 122831,0,BCEP,,9.6,,V,Y,,0.03,,V,,0.1996795,,B1III,211.75637999999998,-68.56876,211.7564,-68.5688,9244,648,-0.82,827,526,-632,-97,0.58,0.18,0.76,211.7564,-68.5688
122,122,1612,0.031186000000000002,288655593,114.58114160004,-14.264847039120001,114.581,-14.265,90,,5409-02496-1,379-036589,07381947-1415534,,J073819.47-141553.3,3.030050675167293e+18,5637554.0,,STAR,tmgaia2,tmgaia2,-1.829,0.077,2.452,0.071,gaia2,0.7549,0.0516,gaia2,10.195,0.062,10.131,0.006,,,,,,,,,,,10.072000000000001,0.022000000000000002,10.102,0.023,10.118,0.021,AAA-222-111-000-0-0,10.113999999999999,0.023,10.128,0.02,10.104,0.0579999999999999,8.857999999999997,,10.199,0.001395,10.221,0.016,rered,gaia2,12283.0,184.0,,,,,,,,,,,,,,1279.42,86.68,0.1426,0.0177,,,,,,0.0199,0.0156,panstarrs,,,,,,,,,,,80.95,92.41,bj2018,,,dered,10.2181,0.003389,10.1609,0.003329,1.0,tycho2v3,tycho2b3,,1.20366385152,1.0965182405299998,114.5811334751,-14.264836482020002,0.037104615550000004,0.03512852146,-1.0,0.0,604818554,0.250665,114.58115,-14.26485,409776,B,HD 61368,0,ACV,,10.21,,V,,,10.28,,V,,1.8237299999999999,,A0pSi,114.58115,-14.26485,114.5812,-14.2648,5409,2496,0.5,636,-400,-493,40,0.41,0.14,0.55,114.5812,-14.2648
123,123,1623,0.19528900000000002,59966742,72.31672238587,29.57133055817,72.317,29.570999999999998,90,22402.0,1843-00281-1,598-014397,04491600+2934169,,J044916.01+293416.6,1.583479924372754e+17,47918462.0,,STAR,tmgaia2,tmgaia2,4.657,0.504,-15.299000000000001,0.4,gaia2,6.5088,0.41100000000000003,gaia2,7.69,0.285,7.26,0.03,,,,,,,,,,,6.862,0.023,6.8820000000000014,0.017,6.811,0.0289999999999999,AAA-111-111-000-0-0,6.858,0.067,6.853,0.02,6.632999999999999,0.021,5.727,0.055,7.194369999999998,0.0006129999999999,7.112,0.0069999999999999,rered,gaia2,8409.0,164.4,3.9825,0.0921,,,2.439,0.17800000000000002,2.083,0.32,0.1436,0.0371,DWARF,26.788429999999998,4.0973,154.06,10.061,0.0205,0.0121,254.0,0.0091,,,0.000168,0.009000000000000001,0.0152,panstarrs,0.2239999999999999,0.41600000000000004,0.175,0.18100000000000002,0.0343,0.0399,0.0906,0.0935,2.53287,5.66174,9.417,10.705,bj2018,200.9,128.0,dered,7.27393,0.00346,7.08396,0.005339,1.0,hipvmag,apassdr9,,8.08532521202,6.2016187371000004,72.31674544153,29.5712646879,0.29901448626,0.2430671921999999,1.0,0.0,68313788,0.171928,72.31667,29.57136,35490,B,V0473 Tau,0,ACV,,7.24,,V,,,7.28,,V,,1.406829,,A0Si,72.31667,29.57136,72.3167,29.5714,1843,281,1.11,140,-136,18,-23,0.12,0.27,0.39,72.3167,29.5714
