,Unnamed: 0,Unnamed: 0.1,angDist,TIC,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,HIP,TYC,UCAC4,2MASS,objID,WISEA,GAIA,APASS,KIC,S/G,Ref,r_Pos,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,Plx,e_Plx,r_Plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,q_2MASS,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Gmag,e_Gmag,Tmag,e_Tmag,f_Tmag,Flag,Teff,s_Teff,logg,s_logg,[M/H],e_[M/H],Rad,s_Rad,Mass,s_Mass,rho,s_rho,LClass,Lum,s_Lum,Dist,s_Dist,E(B-V),s_E(B-V),Ncont,Rcont,Disp,m_TIC,Prior,e_E(B-V),E_E(B-V),f_E(B-V),e_Mass,E_Mass,e_Rad,E_Rad,e_rho,E_rho,e_logg,E_logg,e_Lum,E_Lum,e_Dist,E_Dist,r_Dist,e_Teff,E_Teff,r_Teff,BPmag,e_BPmag,RPmag,e_RPmag,q_Gaia,r_Vmag,r_Bmag,Clist,e_RAJ2000,e_DEJ2000,RAOdeg,DEOdeg,e_RAOdeg,e_DEOdeg,RadFl,WDFl,ID,angDist.1,_RAJ2000,_DEJ2000,OID,n_OID,Name,V,Type,l_max,max,u_max,n_max,f_min,l_min,min,u_min,n_min,l_Period,Period,u_Period,Sp,RAJ2000.1,DEJ2000.1,_RAJ2000.1,_DEJ2000.1,TYC1,TYC2,VTMAG,Dist.1,X,Y,Z,AVe,AVg,AV,RAJ2000.2,DEJ2000.2
144,144,1853,0.01789,146466904,123.87851749357999,-31.97880550823,123.87799999999999,-31.979,90,,7126-01418-1,291-038586,08153084-3158437,,J081530.83-315843.7,5.547932749454396e+18,15641800.0,,STAR,tmgaia2,tmgaia2,-6.154,0.077,1.54,0.086,gaia2,1.2018,0.0518,gaia2,7.996,0.025,8.075,0.003,,,,,,,,,,,8.09,0.021,8.182,0.021,8.169,0.04,AAA-111-111-000-0-0,8.19,0.023,8.222000000000001,0.02,8.263,0.021,7.9910000000000005,0.175,8.02949,0.000869,8.116,0.0069999999999999,rered,gaia2,13842.0,179.0,,,,,,,,,,,,,,814.312,34.684,0.0958,0.0037,,,,,,0.0036,0.0038,schlegel,,,,,,,,,,,33.235,36.133,bj2018,,,dered,8.02057,0.0024519999999999,8.07495,0.002736,1.0,tycho2v3,tycho2b3,,1.23618334578,1.33706951906,123.87848625586001,-31.97879887811,0.0348671519,0.04223653626,-1.0,0.0,632123394,0.070894,123.87852,-31.97881,683691,B,HD 69376,0,SPB,,8.06,,V,,,8.09,,V,,2.0509,,B6,123.87852,-31.97881,123.8785,-31.9788,7126,1418,-1.15,540,-180,-509,16,0.43,0.06,0.49,123.8785,-31.9788
145,145,1859,0.031085,454834333,227.47747946272003,-65.50628143550999,227.477,-65.506,90,,9029-02443-1,123-138036,15095460-6530224,,J150954.59-653022.5,5.824813687397433e+18,31903731.0,,STAR,tmgaia2,tmgaia2,-4.959,0.053,-3.805,0.0969999999999999,gaia2,0.3587,0.0643,gaia2,9.657,0.038,9.621,0.004,,,,,,,,,,,9.48,0.022000000000000002,9.484,0.021,9.475,0.019,AAA-222-111-000-0-0,9.519,0.023,9.555,0.02,9.511000000000001,0.05,7.6110000000000015,0.141,9.58802,0.002135,9.627,0.0139999999999999,rered,gaia2,,,,,,,,,,,,,,,,2617.53,488.095,0.3037,0.0136,,,,,,0.0141,0.013000000000000001,schlegel,,,,,,,,,,,403.3,572.89,bj2018,,,,9.61406,0.006488,9.52957,0.006304,1.0,tycho2v3,tycho2b3,,0.97135245573,1.51044310822,227.47742796597,-65.50629781721,0.0295404389,0.04499249451,-1.0,0.0,950543514,0.07200000000000001,227.4775,-65.50628,99652,B,ASAS J150955-6530.4,0,BCEP,,9.62,,V,Y,,0.107,,V,,0.17604270000000002,,B2IV,227.4775,-65.50628,227.4775,-65.5063,9029,2443,-0.86,819,592,-559,-91,0.61,0.21,0.82,227.4775,-65.5063
146,146,1866,0.018878,149203261,115.59572751103,-31.740674797720004,115.596,-31.741,90,,7106-03532-1,292-027434,07422297-3144263,,J074222.96-314426.3,5.598091782716066e+18,15497806.0,,STAR,tmgaia2,tmgaia2,-5.1110000000000015,0.08900000000000001,5.947,0.10800000000000001,gaia2,0.6016,0.0581,gaia2,8.673,0.0279999999999999,8.72,0.003,,,,,,,,,,,8.77,0.026000000000000002,8.868,0.022000000000000002,8.851,0.024,AAA-122-111-000-0-0,8.834,0.023,8.876,0.02,8.868,0.024,7.987999999999999,0.17,8.69422,0.0009429999999999,8.833,0.022000000000000002,rered,gaia2,,,,,,,,,,,,,,,,1600.77,156.53,0.3698,0.0217,,,,,,0.0206,0.0228,schlegel,,,,,,,,,,,141.65,171.41,bj2018,,,,8.68781,0.0027559999999999,8.71769,0.002479,1.0,tycho2v3,tycho2b3,,1.4417050274899998,1.6755284584099999,115.59570163768998,-31.74064919048,0.0402915628,0.051265479620000005,-1.0,0.0,607905827,0.141774,115.59573,-31.74067,683686,B,HD 62374,0,SPB,,8.71,,V,,,8.75,,V,,0.55761,,B5V,115.59573,-31.74067,115.5957,-31.7407,7106,3532,-2.2,1018,-402,-932,-74,0.63,0.15,0.78,115.5957,-31.7407
147,147,1872,0.0068379999999999,285221410,129.10636119993,-28.79658841834,129.106,-28.796999999999997,90,42217.0,6582-01290-1,307-048492,08362553-2847477,,J083625.51-284747.6,5.645582266897999e+18,12978854.0,,STAR,tmgaia2,tmgaia2,-15.725,0.066,6.905,0.07,gaia2,3.4107,0.0499,gaia2,8.17,0.1889999999999999,8.11,0.03,,,,,,,,,,,8.199,0.021,8.221,0.047,8.236,0.024,AAA-111-111-000-0-0,8.226,0.023,8.281,0.02,8.276,0.021,7.994,0.215,8.09713,0.000642,8.182,0.006,rered,gaia2,11539.0,242.2,4.2826,0.0642,,,2.088,0.06,3.0469999999999997,0.397,0.3349,0.0549,DWARF,69.60726,5.00801,290.823,4.25,0.0219,0.0053,604.0,0.0108,,,0.000197,0.0068,0.0039,panstarrs,0.376,0.41700000000000004,0.052000000000000005,0.068,0.0609,0.0488,0.0699,0.0586,4.7134,5.30262,4.189,4.311,bj2018,268.7,215.6,dered,8.08032,0.001814,8.15616,0.001807,1.0,hipvmag,apassdr9,,1.05836484517,1.08877498358,129.10628393888,-28.79655868665,0.0298557085399999,0.03698863878,1.0,0.0,647440279,0.131227,129.10636,-28.796590000000002,305352,B,HIP 42217,0,SPB,,8.11,,V,,,8.14,,V,,0.8318399999999999,,B8V,129.10636,-28.796590000000002,129.1064,-28.7966,6582,1290,0.17,336,-111,-314,42,0.23,0.03,0.26,129.1064,-28.7966
148,148,1889,0.01811,286352720,124.16121923193,-48.43644500470001,124.161,-48.43600000000001,90,,8153-00376-1,208-020832,08163869-4826111,,J081638.68-482611.1,5.515995471409143e+18,22540383.0,,STAR,tmgaia2,tmgaia2,-5.744,0.094,3.9160000000000004,0.094,gaia2,1.4138,0.0491,gaia2,9.024,0.032,9.094,0.003,,,,,,,,,,,9.277999999999999,0.024,9.331,0.021,9.359,0.024,AAA-222-111-000-0-0,9.327,0.023,9.379,0.021,9.408999999999999,0.03,8.589,,9.092260000000001,0.0004559999999999,9.257,0.009000000000000001,rered,gaia2,,,,,,,,,,,,,,,,694.408,23.896,0.2762,0.0065,,,,,,0.0064,0.0067,schlegel,,,,,,,,,,,23.089000000000002,24.703000000000003,bj2018,,,,9.06134,0.0013460000000000002,9.16473,0.002322,1.0,tycho2v3,tycho2b3,,1.59889136861,1.45827661042,124.16118195796001,-48.436428146000004,0.04611816813,0.04813259201,-1.0,0.0,633766404,0.15171600000000002,124.16122,-48.43644000000001,225453,B,HD 69824,0,BCEP,,9.1,,V,Y,,0.01,,V,,0.16492,,B4/6V,124.16122,-48.43644000000001,124.1612,-48.4364,8153,376,-0.95,792,-77,-782,-100,0.45,0.04,0.48,124.1612,-48.4364
149,149,1931,0.031179000000000002,296375471,223.81972513832997,-65.28510408832,223.82,-65.285,90,,9028-01448-1,124-129761,14551671-6517064,,J145516.72-651706.4,5.872990339897072e+18,31900088.0,,STAR,tmgaia2,tmgaia2,-4.532,0.047,-3.9539999999999997,0.071,gaia2,1.3031,0.0496,gaia2,8.931000000000003,0.0279999999999999,8.897,0.003,,,,,,,,,,,8.568,0.024,8.597000000000001,0.049,8.577,0.021,AAA-112-111-000-0-0,8.573,0.023,8.621,0.022000000000000002,8.66,0.023,9.064,0.526,8.8343,0.000499,8.797,0.008,rered,gaia2,12414.0,128.0,,,,,,,,,,,,,,752.3439999999999,28.36,0.2371,0.0066,,,,,,0.0064,0.0068,schlegel,,,,,,,,,,,27.311,29.409000000000002,bj2018,,,dered,8.89996,0.0008880000000000001,8.723469999999999,0.00099,1.0,tycho2v3,tycho2b3,,0.8610560347799998,1.0966359326000001,223.81967847268996,-65.28512111348999,0.02697981521,0.03394642353,-1.0,0.0,934863215,0.03902,223.81971000000001,-65.28511,476869,B,HD 131171,0,ACV,,8.92,,V,,,8.93,,V,,23.451999999999998,,B9pSi,223.81971000000001,-65.28511,223.8197,-65.2851,9028,1448,-0.29,486,344,-339,-46,0.48,0.21,0.68,223.8197,-65.2851
150,150,1970,0.0136889999999999,400489852,166.40909534629,-66.94604333727,166.40900000000005,-66.946,90,,8970-01055-1,116-038157,11053817-6656457,,J110538.17-665645.7,5.238361329333458e+18,32648100.0,,STAR,tmgaia2,tmgaia2,-8.277000000000001,0.066,1.7480000000000002,0.07,gaia2,0.9904,0.0397,gaia2,10.251,0.057,10.221,0.005,,,,,,,,,,,9.777000000000001,0.026000000000000002,9.756,0.024,9.725,0.019,AAA-222-111-000-0-0,9.734,0.023,9.762,0.02,9.789,0.0289999999999999,9.318999999999999,0.382,10.1515,0.001077,10.068999999999999,0.008,rered,gaia2,10272.0,235.2,3.668,0.0675,,,3.943,0.168,2.64,0.359,0.0431,0.0078,DWARF,155.95467,20.48555,983.221,38.7395,0.215,0.0112,1826.0,0.0724,,,3.8e-05,0.0096,0.0128,schlegel,0.272,0.447,0.222,0.114,0.0066,0.0091,0.0613,0.0736,18.2094,22.7617,37.24,40.239000000000004,bj2018,221.3,249.0,dered,10.2334,0.002882,9.99428,0.002881,1.0,tycho2v3,tycho2b3,,1.22398294964,1.0839740148600001,166.40900433956998,-66.94603581093,0.03673655023,0.0371157106,1.0,0.0,741989063,0.14400000000000002,166.4091,-66.94604,683763,B,HD 96449,0,SPB,,10.2,,V,,,10.24,,V,,1.85233,,B7III/IV,166.4091,-66.94604,166.4091,-66.946,8970,1055,-0.42,935,361,-857,-101,0.6,0.11,0.7,166.4091,-66.946
151,151,1971,0.017138,362475180,245.73328382008998,-65.98908404219,245.733,-65.98899999999999,90,,9049-01768-1,121-146600,16225599-6559207,,J162255.97-655920.8,5.821738976164782e+18,31926664.0,,STAR,tmgaia2,tmgaia2,-4.5489999999999995,0.055,-11.489,0.08,gaia2,0.7634,0.0602,gaia2,9.123,0.0279999999999999,9.131,0.003,,,,,,,,,,,9.141,0.023,9.198,0.021,9.211,0.019,AAA-122-111-000-0-0,9.203,0.023,9.244,0.02,9.276,0.0279999999999999,8.628,0.268,9.1631,0.00063,9.212,0.006,rered,gaia2,11277.0,141.0,,,,,6.056,,,,,,GIANT,,,1270.24,100.06,0.0678,0.0016,,,,,,0.0016,0.0016,schlegel,,,,,,,,,,,92.37,107.75,bj2018,,,dered,9.16545,0.001853,9.172310000000001,0.001779,1.0,tycho2v3,tycho2b3,,1.02059720618,1.24676047079,245.73323569002997,-65.98913350958,0.0309761702899999,0.0349216024,0.0,0.0,1063560409,0.073475,245.73328999999998,-65.98908,359228,B,ASAS J162256-6559.3,0,ACV,,9.21,,V,,,9.24,,V,,3.5754,,ApSi,245.73328999999998,-65.98908,245.7333,-65.9891,9049,1768,-0.41,601,466,-361,-119,0.39,0.18,0.57,245.7333,-65.9891
152,152,1994,0.12473,438714119,201.29887517993998,-49.82968909278,201.299,-49.83,90,,8256-02337-1,201-078431,13251172-4949468,,J132511.72-494946.8,6.082432255383247e+18,23311650.0,,STAR,tmgaia2,tmgaia2,-8.546,0.19,-2.845,0.305,gaia2,1.102,0.1157,gaia2,10.345,0.067,10.425,0.0069999999999999,,,,,,,,,,,10.414000000000001,0.024,10.459000000000001,0.022000000000000002,10.465,0.019,AAA-222-111-000-0-0,10.503,0.022000000000000002,10.557,0.02,10.617,0.061,9.433,,10.3595,0.000901,10.439,0.008,rered,gaia2,14355.0,155.0,,,,,,,,,,,,,,895.9630000000001,97.9855,0.12,0.0053,,,,,,0.0052,0.0054,schlegel,,,,,,,,,,,87.584,108.387,bj2018,,,dered,10.3394,0.0016600000000000002,10.376,0.001857,1.0,tycho2v3,tycho2b3,,3.2434836475,4.72868254005,201.29881813933,-49.82970134425001,0.06346191568,0.12304087518,-1.0,0.0,848422478,0.11756300000000001,201.29891999999998,-49.82967,476814,B,HD 116557,0,ACV,,10.39,,V,,,10.41,,V,,0.9262600000000001,,B9pSi,201.29891999999998,-49.82967,201.2989,-49.8297,8256,2337,-4.98,7157,4347,-5465,1571,0.39,0.61,1.0,201.2989,-49.8297
153,153,2003,0.094411,93272269,129.84935762258002,-53.439759578620006,129.849,-53.44,90,42459.0,8568-03122-1,183-021311,08392384-5326230,,J083923.82-532622.9,5.318113550566048e+18,,,STAR,tmgaia2,tmgaia2,-25.788,0.307,21.189,0.315,gaia2,6.5297,0.1362,gaia2,5.292999999999998,0.021,5.45,0.03,,,,,,,,,,,5.771,0.018000000000000002,5.814,0.042,5.8020000000000005,0.017,AAA-111-111-000-0-0,5.864,0.131,5.82,0.048,5.971,0.015,5.88,0.04,5.443219999999998,0.002653,5.626,0.0069999999999999,rered,gaia2,,,,,,,,,,,,,,,,152.596,3.198,0.0701,0.0014,,,,,,0.0013,0.0014,schlegel,,,,,,,,,,,3.1319999999999997,3.264,bj2018,,,,5.36669,0.003128,5.57267,0.004056000000000001,1.0,hipvmag,tycho2b3,,5.32763943509,4.891205863180001,129.849171221,-53.43966834835,0.11981768548,0.13747522775,-1.0,0.0,648506676,0.096554,129.84933,-53.439780000000006,37639,B,HW Vel,0,BCEP,,5.46,,V,,,5.52,,V,,0.26145,,B6V,129.84933,-53.439780000000006,129.8493,-53.4398,8568,3122,-0.64,149,2,-148,-19,0.14,0.01,0.16,129.8493,-53.4398
154,154,2010,0.043295,297091787,224.17071860299998,-65.15395147024,224.171,-65.154,90,,9028-01112-1,125-131831,14564098-6509141,,J145640.95-650914.3,5.873015491227231e+18,31900446.0,,STAR,tmgaia2,tmgaia2,-11.757,0.045,-11.16,0.085,gaia2,3.136,0.0552,gaia2,8.481,0.026000000000000002,8.445,0.002,,,,,,,,,,,8.267000000000001,0.019,8.347999999999999,0.053,8.316,0.042,AAA-111-111-000-0-0,8.287,0.022000000000000002,8.335,0.02,8.341000000000001,0.02,8.531,0.332,8.42614,0.000867,8.421,0.006,rered,gaia2,10548.0,257.6,4.1086,0.0619,,,2.414,0.07,2.73,0.35100000000000003,0.19399999999999998,0.0309,DWARF,65.01395,5.7615300000000005,316.126,5.5635,0.1174,0.0104,2873.0,0.0234,,,0.000146,0.0127,0.0081,schlegel,0.327,0.374,0.073,0.067,0.0251,0.0366,0.0679,0.0559,4.64639,6.87667,5.468,5.659,bj2018,197.6,317.6,dered,8.46192,0.00271,8.37084,0.0022600000000000003,1.0,tycho2v3,tycho2b3,,0.82581383028,1.32160808949,224.17059813027,-65.15399951813001,0.0267475400499999,0.040647905510000006,1.0,0.0,935982506,0.144792,224.17071,-65.15394,2223275,,HD 131406,0,SPB,,8.43,,V,,,8.48,,V,,1.02061,,B7IV,224.17071,-65.15394,224.1707,-65.1539,9028,1112,0.23,332,236,-231,-31,0.36,0.19,0.55,224.1707,-65.1539
